house_name,location,bedroom_count,bathroom_count,carport_count,price,land_area (m2),building_area (m2),category
FOR SALE RUMAH SIAP HUNI di ISTANA REGENCY SUDIRMAN,"Bandung Kulon, Bandung",3,2,0,1050000000,61,81,rumah
Rumah 2 lantai daerah perumahan,"Bandung Kulon, Bandung",4,4,1,1700000000,117,180,rumah
Rumah di Gempol asri raya murahhh,"Bandung Kulon, Bandung",3,2,1,950000000,145,120,rumah
Rumah Nyaman di Taman Holis Indah Kota Bandung,"Bandung Kulon, Bandung",2,2,1,1800000000,153,140,rumah
Rumah mewah berkelas dekat area perkotaan ,"Bandung Kulon, Bandung",2,1,1,135000000,36,60,rumah
Rumah Siap Huni di Taman Holis Indah 1 Kota Bandung,"Bandung Kulon, Bandung",3,3,1,1650000000,171,144,rumah
Rumah di Taman Holis Indah 1 Blok B 2 Lantai SHM Bagus Timur,"Bandung Kulon, Bandung",6,3,0,1800000000,153,140,rumah
"Rumah 1 lt ada 2 pavilion.hitung tanah di Jl ,MuatarajeunLt 300 dkt Gedung Sate Pusdai mercure hotel tol pasteur hrg 2M nego","Bandung Kulon, Bandung",4,2,4,1500000000,300,200,rumah
Rumah di Taman Holis Indah 2 2 Lantai SHM Bagus,"Bandung Kulon, Bandung",4,3,2,2200000000,190,300,rumah
Rumah di Jl. Gempolsari 2 Lantai SHM Bagus Selatan,"Bandung Kulon, Bandung",3,3,1,875000000,60,120,rumah
Bangunan Kost Baru Dekat Pabrik di Gempolsari Cijerah Bandung,"Bandung Kulon, Bandung",9,2,0,800000000,86,70,kos
Dijual Cepat Rumah Di Perumahan Cijerah 2 Kota Bandung,"Bandung Kulon, Bandung",2,2,0,750000000,98,98,rumah
Rumah Siap Huni Komplek Bumi Asri Bandung Kulon,"Bandung Kulon, Bandung",2,1,1,4000000000,1237,100,rumah
"Rumah Hoek Baru 2 Lantai di Taman Holis Indah 1 Blok C, Bandung","Bandung Kulon, Bandung",3,2,2,2100000000,135,160,rumah
Jual rumah Baru di Taman holis indah LT 120 m,"Bandung Kulon, Bandung",2,1,1,995000000,120,51,rumah
Rumah Dijual di Taman Holis Indah Bandung,"Bandung Kulon, Bandung",4,3,0,1700000000,153,140,rumah
Jarang ada nih Rumah 2 lantai semi furnished di Melong Asih Regency Cijerah kotamadya Bandung dekat ke jl Soekarno Hatta ,"Bandung Kulon, Bandung",3,3,0,1720000000,125,168,rumah
Rumah Bagus Cluster Jl Suryani Sayap Soetta Bandung Kulon,"Bandung Kulon, Bandung",2,1,0,890000000,78,45,rumah
Rumah di Mainroad Taman Holis Indah Bandung,"Bandung Kulon, Bandung",4,3,0,2100000000,200,162,rumah
Rumah Minim Renovasi Lokasi Strategis di Gempol Sari Indah,"Bandung Kulon, Bandung",4,2,1,1000000000,77,135,rumah
Rumah Strategis Lokasi Ramai Dekat Ke Minimarket di Cijerah,"Bandung Kulon, Bandung",7,2,0,1000000000,104,80,rumah
"Rumah Nyaman Bangunan Terawat di Dirgantara, Gempol","Bandung Kulon, Bandung",2,1,0,450000000,38,75,rumah
Rumah + Ruko Dekat Ke Fasilitas Publik di Cjierah,"Bandung Kulon, Bandung",4,4,1,2000000000,121,200,rumah
Rumah Komplek Bumi Asri Bandung,"Bandung Kulon, Bandung",2,2,1,1600000000,216,200,rumah
Rumah siap huni cocok buat usaha di Jl holis,"Bandung Kulon, Bandung",2,1,0,2500000000,172,155,rumah
"Rumah 2,5 Lantai di komplek bumi asri Gempol sari cijerah bandung kulon","Bandung Kulon, Bandung",6,2,0,900000000,71,181,rumah
Rumah siap huni di bumi asri Gempol sari cijerah,"Bandung Kulon, Bandung",2,2,0,1500000000,216,200,rumah
Rumah asri super nyaman siap huni di Gempol Sari Indah,"Bandung Kulon, Bandung",2,1,0,545000000,84,70,rumah
Dijual Rumah Terawat di Komplek Taman Holis Indah,"Bandung Kulon, Bandung",3,2,2,1550000000,153,150,rumah
Rumah Komplek Gempol Asri,"Bandung Kulon, Bandung",5,2,1,1200000000,108,113,rumah
Rumah Strategis Ada Kelebihan Tanah di Bumi Asri Gempol,"Bandung Kulon, Bandung",2,1,1,550000000,86,36,rumah
Jual Harga Bu Rumah Minimalis di Perum Katapang Kencana Sudirman,"Bandung Kulon, Bandung",2,1,1,975000000,78,54,rumah
Rumah Bagus Terawat Nyaman Dan Aman di Taman Holis Indah ,"Bandung Kulon, Bandung",2,2,0,1850000000,170,180,rumah
Jual Cepat Rumah Bisa Untuk Gudang di Holis Regency Bandung Kulon,"Bandung Kulon, Bandung",0,0,0,7000000000,653,625,rumah
"Rumah Baru 2 lantai di Taman holis indah, Bandung","Bandung Kulon, Bandung",3,3,1,1470000000,108,150,rumah
"Rumah Nyaman Strategis di Permata Indah Holis, Bandung","Bandung Kulon, Bandung",4,3,1,3850000000,440,340,rumah
Rumah Konsep Modern Banyak Bonusnya di Taman Holis Indah 1,"Bandung Kulon, Bandung",2,2,1,1750000000,180,180,rumah
Dijual Cepat Rumah Mewah Siap Huni di Taman Holis Indah Bandung,"Bandung Kulon, Bandung",2,2,2,3300000000,207,200,rumah
Rumah Luas Dan Bebas Banjir di Cicukang,"Bandung Kulon, Bandung",7,4,2,3000000000,560,300,rumah
RUMAH ASRI DI TAMAN HOLIS,"Bandung Kulon, Bandung",5,4,2,2500000000,260,450,rumah
Rumah One Get System Akses Besar Bisa Dilalui 2 Mobil,"Bandung Kulon, Bandung",2,1,0,307000000,60,36,rumah
Rumah Sumbersari Hitung Tanah,"Bandung Kulon, Bandung",7,5,3,5000000000,330,280,rumah
Dijual Murah Rumah di Peta Dekat Fcl Bandung,"Bandung Kulon, Bandung",2,3,2,5500000000,560,500,rumah
Rumah Aman Nyaman di Melong Asih,"Bandung Kulon, Bandung",3,2,0,1100000000,95,130,rumah
"Rumah Cantik Bonusnya Banyak Nih di Dirgantara, Gempol","Bandung Kulon, Bandung",5,3,2,1750000000,210,230,rumah
Rumah Posisi Hook Sudah Renovasi Cantik di Cibolerang Raya,"Bandung Kulon, Bandung",5,4,4,3500000000,373,400,rumah
Rumah Siap Huni Nuansa Putih di Gempol Asri,"Bandung Kulon, Bandung",5,2,0,1100000000,108,130,rumah
Rumah 2 Lantai Nyaman Dihuni di Gempol Asri,"Bandung Kulon, Bandung",2,2,0,900000000,108,160,rumah
"Rumah Strategis di Gempol Asri, Bandung","Bandung Kulon, Bandung",3,2,1,900000000,108,160,rumah
Rumah di Sumber sari indah (pe)SHM dekat gate tol pasko,"Bandung Kulon, Bandung",3,2,2,2300000000,200,140,rumah
Jual Rumah Baru Nyaman Huni Di Gempolsari,"Bandung Kulon, Bandung",3,3,1,850000000,60,120,rumah
Rumah Minimalis Suryani Lt 126 Lb 100,"Bandung Kulon, Bandung",2,1,0,800000000,100,126,rumah
Rumah/ villa lembang ,"Bandung Kulon, Bandung",3,3,2,1600000000,210,90,rumah
"Rumah siap huni, taman holis indah","Bandung Kulon, Bandung",3,3,3,2850000000,252,200,rumah
"Rumah Minimalis Terawat di Gempol Sari , Bandung","Bandung Kulon, Bandung",3,3,0,875000000,120,60,rumah
Dijual!! Kosan Murah Income Bagus Full di Cijerah Bandung,"Bandung Kulon, Bandung",5,5,0,395000000,44,88,kos
Dijual Rumah Terawat Lokasi Strategis di Taman Holis Indah,"Bandung Kulon, Bandung",3,2,2,1500000000,153,117,rumah
Rumah minimalis Bagus SHM Jual cepat di Jln suryani,"Bandung Kulon, Bandung",2,1,1,890000000,78,45,rumah
Jual Cepat harga Nego Rumah pusat kota harga di bawah 1 M,"Bandung Kulon, Bandung",2,1,0,890000000,78,45,rumah
Rumah di Taman holis indah SHM Bagus,"Bandung Kulon, Bandung",3,2,1,1600000000,153,162,rumah
Rumah di mainroad Taman holis indah SHM Bagus,"Bandung Kulon, Bandung",4,3,1,2000000000,200,162,rumah
Rumah Dan Pabrik Kecap Sangat Luas Terawat di Holis Bandung,"Bandung Kulon, Bandung",5,3,20,75000000000,4550,300,rumah
Rumah Baru Siap Huni Di Cigondewah Bandung,"Bandung Kulon, Bandung",3,2,1,1400000000,128,110,rumah
Jual Cepat harga Nego Rumah pusat kota harga di bawah 1 M,"Bandung Kulon, Bandung",2,1,0,890000000,78,45,rumah
"Rumah super nyaman siap huni di Taman Holis Indah, Bandung","Bandung Kulon, Bandung",4,3,0,1900000000,195,180,rumah
Jual Cepat harga Nego Rumah pusat kota harga di bawah 1 M,"Bandung Kulon, Bandung",2,1,0,890000000,78,45,rumah
Dijual rumah semi furnish di Taman Holis Indah,"Bandung Kulon, Bandung",0,0,0,1600000000,153,153,rumah
Rumah Bagus HGB di Taman Holis Indah 2 Bandung,"Bandung Kulon, Bandung",2,2,3,2800000000,224,180,rumah
"Rumah asri super nyaman siap huni di Gempol Asri, Bandung","Bandung Kulon, Bandung",5,2,0,1200000000,108,113,rumah
Rumah Cantik Terawat di Cijerah 2 Lantai siap huni,"Bandung Kulon, Bandung",4,2,4,2100000000,100,200,rumah
Rumah Baru SHM hadap Timur di taman Holis Indah bandung,"Bandung Kulon, Bandung",6,3,1,1800000000,153,140,rumah
Rumah Dijual di Perumahan Ketapang Kencana Sudirman Bandung SHM,"Bandung Kulon, Bandung",2,1,1,975000000,78,45,rumah
Rumah Minimalis Murah Bandung ,"Bandung Kulon, Bandung",2,1,1,263000000,72,50,rumah
Jual Rumah Siap Huni Taman Holis Indah 1 Kota Bandung,"Bandung Kulon, Bandung",4,3,0,1900000000,195,180,rumah
Rumah Tinggal Di Taman Holis Indah 1 Kota Badnung,"Bandung Kulon, Bandung",4,3,0,1900000000,195,180,rumah
Dijual Rumah Siap Huni Di Taman Holis Indah 1 Kota Bandung,"Bandung Kulon, Bandung",4,2,0,1800000000,225,170,rumah
Dijual Rumah Di Taman Holis Indah 1 Kota Bandung,"Bandung Kulon, Bandung",4,2,0,1800000000,225,175,rumah
Dijual rumah semi furnish di Taman Holis Indah,"Bandung Kulon, Bandung",0,0,0,1600000000,153,153,rumah
Rumah Nyaman Tengah Kota Jl Suryani Bandung,"Bandung Kulon, Bandung",3,2,1,1900000000,180,192,rumah
Rumah kost di tengah kota Bandung di lokasi strategis dan menguntungkan,"Bandung Kulon, Bandung",9,3,1,1600000000,176,140,kos
Dijual Rumah Cantik 2 Lantai Furnish Tengah Kota di Suryani,"Bandung Kulon, Bandung",3,2,1,1900000000,180,192,rumah
Dijual Cepat Rumah Nyaman Terawat Kmplk Gempol Asri Bandung Kulon,"Bandung Kulon, Bandung",2,2,1,900000000,98,98,rumah
Rumah + gudang lelang murah saja di Jalan Bojong Raya ,"Bandung Kulon, Bandung",5,3,2,5000000000,560,450,rumah
Rumah Nyaman Siap Huni di Komplek Bumi Asri,"Bandung Kulon, Bandung",2,2,0,1600000000,216,200,rumah
Rumah Nyaman Siap Huni di Istana Sudirman Regency,"Bandung Kulon, Bandung",3,2,0,1050000000,61,81,rumah
Rumah Mewah Cantik di Taman Holis Indah 1 Blok H,"Bandung Kulon, Bandung",3,3,0,2850000000,252,200,rumah
Rumah Bagus Minimalis Taman Holis Indah 2 Blok C Culdesac,"Bandung Kulon, Bandung",3,3,0,2000000000,170,150,rumah
Hitung Tanah Rumah Siap Huni di Taman Holis Indah,"Bandung Kulon, Bandung",4,3,0,1900000000,195,180,rumah
Rumah Kost Kosan 4 Lantai di Bandung Kulon Bandung Bangunan Kokoh,"Bandung Kulon, Bandung",12,5,1,2500000000,90,350,kos
"Rumah Bagus Tengah Kota Dalam Cluster di Suryani, Bandung","Bandung Kulon, Bandung",2,1,1,890000000,78,45,rumah
Rumah Siap Huni Lokasi Strategis Jl. Cibuntu Bandung Jawa Barat,"Bandung Kulon, Bandung",2,1,1,890000000,78,45,rumah
Rumah Area Sudirman Holis Soekarno Hatta Bypass Bandung,"Bandung Kulon, Bandung",2,1,0,890000000,78,45,rumah
Dijual Rumah Taman Holis Indah 2 Raya Baru ,"Bandung Kulon, Bandung",3,3,2,2500000000,150,220,rumah
For Sale Rumah Di Taman Holis Indah 1 Kota Bandung,"Bandung Kulon, Bandung",3,2,0,1100000000,112,90,rumah
Rumah Dijual Istana Regency Sudirman Bandung,"Bandung Kulon, Bandung",2,2,0,1100000000,53,58,rumah
Rumah Nyaman Semi Furnished di Istana Regency Sudirman,"Bandung Kulon, Bandung",2,2,0,1100000000,53,58,rumah
Jual Cepat Rumah Nyaman Perumahan Ketapang Kencana Sudirman,"Bandung Kulon, Bandung",2,1,0,890000000,78,45,rumah
Rumah Sayap Sudirman Harga Kurang Dari 1 M Masuk Mobil,"Bandung Kulon, Bandung",0,0,0,890000000,78,45,rumah
Rumah Nyaman Strategis di Pesona Taman Burung Bandung,"Bandung Kulon, Bandung",3,1,1,850000000,179,70,rumah
Dijual Rumah Di Taman Holis Indah Kota Bandung,"Bandung Kulon, Bandung",5,4,0,6000000000,400,500,rumah
Dijual Rumah Di Taman Holis Indah Kota Bandung,"Bandung Kulon, Bandung",6,5,0,6000000000,400,500,rumah
Rumah Jual Cepat Cluster Ramai Sudirman Cibuntu Pasteur Bandung,"Bandung Kulon, Bandung",2,1,0,890000000,78,45,rumah
Rumah Japanese Scandinavian Di Cijambe Ujung Berung Bandung SHM,"Bandung Kulon, Bandung",3,3,0,1450000000,101,140,rumah
Rumah Tanah Luas Strategis Dekat Jalan Raya Cocok Untuk Buka Kafe,"Bandung Kulon, Bandung",6,3,3,3700000000,493,250,rumah
Dijual Rumah Minimalis Kemanan 24 Jam Area Cibuntu Dkt Pasir Koja,"Bandung Kulon, Bandung",2,1,1,890000000,78,45,rumah
Rumah modern bagus di Gempol Asri Bandung,"Bandung Kulon, Bandung",3,3,0,875000000,60,120,rumah
Rumah Nyaman Siap Huni Furnished di Daerah Cigondewah,"Bandung Kulon, Bandung",4,3,0,3490000000,294,237,rumah
Dijual Rumah di Taman Holis Indah 1 SHM,"Bandung Kulon, Bandung",1,1,1,700000000,114,70,rumah
Rumah Nyaman Siap Huni di Istana Sudirman Regency,"Bandung Kulon, Bandung",3,2,0,1500000000,74,78,rumah
Dijual Rumah di H. Alpi Cibuntu Bandung Kulon .,"Bandung Kulon, Bandung",6,4,0,5200000000,980,500,rumah
"Murah Rumah 3 Kamar di Jl. Suryani Dalam, Bandung","Bandung Kulon, Bandung",3,1,0,700000000,96,90,rumah
"Jual Cepat Rumah Cantik siap huni di Taman Holis Indah, Bandung","Bandung Kulon, Bandung",4,3,2,2100000000,135,160,rumah
"Rumah Baru Minimalis 1,5 Lantai Cluster Gempol Bandung Kulon","Bandung Kulon, Bandung",2,1,1,1150000000,101,70,rumah
Rumah Baru Di Renov di Taman Holis Indah Bandung Dekat Akses Tol Pasir Koja,"Bandung Kulon, Bandung",4,3,0,1900000000,195,180,rumah
Jual Rumah lux strategis hoky di Holis Baru h.Selatan,"Bandung Kulon, Bandung",2,2,2,1550000000,144,170,rumah
Rumah Strategis Gempolsari Bandung Kulon,"Bandung Kulon, Bandung",4,4,0,1500000000,67,134,rumah
"Rumah 2 Lantai SHM di Jalan Taman Holis Indah 1 Blok C3, Bandung","Bandung Kulon, Bandung",3,2,1,1450000000,90,120,rumah
Rumah Siap Huni Terawat Nyaman Dan Aman di Gempol Asri Bandung,"Bandung Kulon, Bandung",3,2,0,1450000000,179,150,rumah
Rumah Bagus Terawat Nyaman Dan Bersih di Taman Holis Indah ,"Bandung Kulon, Bandung",2,2,0,1850000000,170,180,rumah
Dijual Rumah Modern Japanesse di Taman Holis Indah,"Bandung Kulon, Bandung",3,2,1,2200000000,153,110,rumah
Dijual Rumah Tengah Kota Dekat Gedung Sate ,"Bandung Wetan, Bandung",6,4,5,41900000000,753,370,rumah
"RUMAH BISA USAHA DI WASTUKENCANA,  HARGA DIBAWAH NJOP MURAH...!!","Bandung Wetan, Bandung",0,0,0,9500000000,531,521,rumah
Rumah lama hitung tanah Butuh Renovasi di Sayap Riau Bandung ,"Bandung Wetan, Bandung",5,3,1,12500000000,273,250,rumah
"Rumah Tinggal Nyaman Beserta Isinya, Ada Usaha Kos Kosan Daerah Sayap Ahmad Yani","Bandung Wetan, Bandung",15,6,1,3000000000,225,400,kos
Villa dago pakar bandung utara,"Bandung Wetan, Bandung",8,7,0,16000000000,750,850,unknown
TAMAN HOLIS INDAH,"Bandung Wetan, Bandung",3,3,0,2100000000,190,170,unknown
Rumah Bangunan Belanda Strategis Terawat di Sayap Riau Bandung,"Bandung Wetan, Bandung",7,4,4,23000000000,485,300,rumah
Rumah 2 Lantai di sayap Riau Siap Huni Terawat,"Bandung Wetan, Bandung",3,2,2,18500000000,540,600,rumah
Dijual Rumah Kos2an Aktif Full Siap Untung di Sayap Ahmad Yani,"Bandung Wetan, Bandung",11,11,0,2500000000,160,120,kos
Rumah Tua di lokasi bisnis Tamansari Bandung 871m Tatoproperty,"Bandung Wetan, Bandung",3,1,4,26500000000,871,250,rumah
Ruko si Taman Taman sari 2 Lantai SHM Dago Cihampelas  Bandung ,"Bandung Wetan, Bandung",20,19,0,3850000000,146,300,ruko
Dijual Rumah Super Strategis Sayap Jalan Ahmad Yani Bandung Coock Untuk Usaha,"Bandung Wetan, Bandung",11,3,2,7750000000,390,265,rumah
Rumah Kos Kost di Kebon Bibit Dekat Itb 20 Kamar,"Bandung Wetan, Bandung",20,20,0,3850000000,146,310,kos
Rumah Kost Elit Full Furnished Tamansari Bandung ,"Bandung Wetan, Bandung",20,20,1,3850000000,146,400,kos
Dijual rumah cocok untuk usaha di Cipunagara kota bandung,"Bandung Wetan, Bandung",5,3,2,13900000000,409,279,rumah
Rumah Kost Kebon Bibit Dengan 20 Kamar Tidur di Dekat Itb,"Bandung Wetan, Bandung",20,20,0,3700000000,146,310,kos
Rumah Hook Lux Singgasana Pradana Kota Bandung,"Bandung Wetan, Bandung",4,5,0,6900000000,286,525,rumah
Rumah Dijual Sayap Riau Bandung Nyaman Terawat,"Bandung Wetan, Bandung",4,2,2,7000000000,227,313,rumah
Rumah Hitung Tanah Jalan Nangka,"Bandung Wetan, Bandung",2,2,0,8740000000,437,437,rumah
Rumah SHM Bagus di sayap Riau dengan tanah yang luas,"Bandung Wetan, Bandung",3,2,0,28000000000,653,196,rumah
Dijual Rumah Lokasi Strategis di Sayap Riau Dekat Gedung Sate,"Bandung Wetan, Bandung",9,3,7,32000000000,654,500,rumah
Rumah bagus dalam komplek Ahmad Yani dekat indogrosir,"Bandung Wetan, Bandung",4,3,1,4990000000,360,192,rumah
"Rumah Tinggal Nyaman Beserta Isinya, Ada Usaha Kos Kosan Daerah Sayap Ahmad Yani","Bandung Wetan, Bandung",15,6,1,3000000000,225,400,kos
"Rumah di Jl. Supratman, Bandung","Bandung Wetan, Bandung",9,8,0,27000000000,880,600,rumah
Hitung Tanah Saja Rumah Sayap Riau Bandung,"Bandung Wetan, Bandung",3,2,0,22000000,299,250,rumah
Dijual Rumah Bisa Jadi Tempat Usaha Tengah Kota di Sayap Jl Ahmad Yani,"Bandung Wetan, Bandung",3,1,0,4900000000,318,200,rumah
Rumah Kos2an Siap Huni Terawat Nyaman di Sayap A.yani Bandung,"Bandung Wetan, Bandung",30,1,1,3200000000,316,300,kos
 Rumah Bagus Terawat Siap Huni di Sayap Riau Bandung,"Bandung Wetan, Bandung",5,3,0,6250000000,187,300,rumah
 Rumah Terawat Nyaman Dan Aman di Sayap Jl Riau Heritage Bandung,"Bandung Wetan, Bandung",3,1,3,9000000000,437,300,rumah
Rumah Dijual di Sayap Dago Dekat Purnawarman Bandung SHM,"Bandung Wetan, Bandung",7,4,8,17000000000,483,260,rumah
Dijual Rumah Cantik Modern Furnish Di Cihapit Bandung,"Bandung Wetan, Bandung",5,0,0,7000000000,176,270,rumah
Rumah Mainroad di Cibolerang,"Bandung Wetan, Bandung",12,8,0,2850000000,312,400,rumah
DIJUAL HOTEL BUTIK DI SAYAP RIAU,"Bandung Wetan, Bandung",24,24,0,22500000000,630,1100,hotel
Rumah dan kosan di Sabang SHM Butuh Renovasi lokasi strategis ,"Bandung Wetan, Bandung",17,17,0,9700000000,497,300,kos
Rumah di tengah kota sayap Riau SHM Butuh Renovasi ,"Bandung Wetan, Bandung",5,2,1,7000000000,284,400,rumah
Rumah Heritage Belanda 2 Lantai Pusat Kota Bandung ,"Bandung Wetan, Bandung",10,5,4,18000000000,463,403,rumah
Rumah Terawat Siap Huni Lokasi Sayap Riau Bandung,"Bandung Wetan, Bandung",5,3,2,7500000000,292,250,rumah
Villa daerah kota bandung,"Bandung Wetan, Bandung",4,2,3,30000000000,7675,470,unknown
"Rumah Cocok Untuk Kost di Citarum, Bandung Wetan","Bandung Wetan, Bandung",8,5,2,18000000000,463,403,kos
Rumah Dijual Jalan Riau Bandung Mainroad,"Bandung Wetan, Bandung",0,3,10,52000000000,1100,250,rumah
"Dijual Rumah Lux 2 Lantai Bagus SHM di Mainroad Citarum, Bandung","Bandung Wetan, Bandung",4,3,4,40000000000,930,800,rumah
Rumah di Sayap jl L. R. E Martadinata (jl Riau) Bagus SHM,"Bandung Wetan, Bandung",3,2,0,28000000000,659,196,rumah
Dijual Rumah Terawat Bonus Ruang Usaha sudah Terisi ,"Bandung Wetan, Bandung",14,9,10,46000000000,1130,770,rumah
Rumah Bagus Di Jalan Nanas Cihapit Bandung,"Bandung Wetan, Bandung",3,4,2,12000000000,410,165,rumah
" Rumah di Cihapit, Bandung Wetan SHM - Sertifikat Hak Milik","Bandung Wetan, Bandung",11,3,2,8500000000,390,265,rumah
"Jarang ada! Rumah tua hitung tanah dekat gd sate, pusat kota","Bandung Wetan, Bandung",3,1,2,1450000000,145,70,rumah
"Jual rumah 1 lantai,lokasi strategis dekat dengan cafe","Bandung Wetan, Bandung",5,4,2,16000000000,638,587,rumah
"Rumah Tengah Kota, Adipati Kertabumi Dekat Gasibu Dan Gedung Sate","Bandung Wetan, Bandung",6,5,2,17000000000,463,403,rumah
Dijual Rumah 2 Lantai di Jalan Nanas Bandung,"Bandung Wetan, Bandung",11,3,0,9000000000,390,265,rumah
"Rumah Tinggal Tengah Kota di Sayap Supratman, Jalan Nanas Bandung","Bandung Wetan, Bandung",4,2,2,12000000000,410,154,rumah
Ex Cafe Strategis Di Pusat Kota Bandung Mainroad,"Bandung Wetan, Bandung",7,5,10,77000000000,2200,1000,unknown
"Dijual Cepat Rumah di Jalan Brantas Bandung, Sayap Riau","Bandung Wetan, Bandung",7,4,1,23500000000,662,463,rumah
Rumah Terawat Nyaman Dan Aman di Sayap Riau Bandung,"Bandung Wetan, Bandung",5,4,0,5750000000,176,270,rumah
"Dijual cepat Rumah sayap Ahmad Yani, lokasi dekat sekolah, supermarket","Bandung Wetan, Bandung",11,3,2,9000000000,390,6265,rumah
Rumah Lama Bagus Sekali Di Sayap Riau Unfurnished,"Bandung Wetan, Bandung",6,3,2,35000000000,843,340,rumah
Rumah Heritage Terawat di Cihapit Bandung Wetan,"Bandung Wetan, Bandung",5,2,2,36000000000,911,500,rumah
Dijual Rumah 2 Lantai Heritage Garasi Luas Area Bandung Wetan,"Bandung Wetan, Bandung",12,6,6,55000000000,980,1000,rumah
Rumah Lama dan Paviliun Cocok Untuk Usaha di Tempat Strategis,"Bandung Wetan, Bandung",11,3,2,9500000000,265,390,rumah
Rumah Lokasi Strategis Sayap Riau Jalan Riau Bandung,"Bandung Wetan, Bandung",7,3,1,6500000000,208,190,rumah
"Rumah 3 Lantai Bagus Furnished di Jalan Mangga Cihapit, Bandung","Bandung Wetan, Bandung",5,2,1,6500000000,176,270,rumah
Di  Rumah Hoek 13 Kamar(pia) Di Jl. Cisangkuy Bandung,"Bandung Wetan, Bandung",13,4,0,35000000000,1186,500,rumah
"Dijual Rumah Heritage Sayap Gedung Sate, Sayap Citarum","Bandung Wetan, Bandung",3,2,1,13000000000,400,289,rumah
" Rumah Unfurnished Bagus SHM - Sertifikat Hak Milik di Sayap dago  , Bandung Wetan","Bandung Wetan, Bandung",11,5,4,19000000000,463,403,rumah
"Rumah Tipe 120 120 Lokasi Bebas Banjir di Jl. Aceh, Bandung","Bandung Wetan, Bandung",3,2,0,2000000000,120,120,rumah
"Rumah Kost Cipadung, Bandung Timur, Lokasi Strategis H","Bandung Wetan, Bandung",7,34,0,795000000,104,104,kos
Jual Cepat Rumah Cocok untuk Usaha,"Bandung Wetan, Bandung",4,1,0,30000000000,645,142,rumah
Dijual Rumah di Jl. Kebon Bibit Barat Bandung,"Bandung Wetan, Bandung",7,2,0,8000000000,649,150,rumah
"Turun Harga, Rumah di Jl. Pajajaran Bandung","Bandung Wetan, Bandung",11,8,0,16500000000,739,600,rumah
Rumah di Jl. Ranggagading,"Bandung Wetan, Bandung",13,8,2,17000000000,483,350,rumah
Dijual Rumah Bali View Ciganitri,"Bandung Wetan, Bandung",3,2,1,700000000,91,110,rumah
Dijual Rumah di Jl. Kebon Bibit Barat Bandung,"Bandung Wetan, Bandung",7,2,0,8000000000,649,150,rumah
RUMAH DI SAYAP RIAU - BANDUNG,"Bandung Wetan, Bandung",4,4,1,25000000000,746,600,rumah
Rumah 2 Lantai dekat Tol Seroja,"Bandung Wetan, Bandung",5,5,4,9900000000,1050,650,rumah
Rumah Belanda Sayap Cipaganti Bandung,"Bandung Wetan, Bandung",4,2,1,21000000000,864,300,rumah
"Rumah di Jl Diponogoro, Bandung","Bandung Wetan, Bandung",6,4,2,20000000000,607,435,rumah
Dijual Rumah Lokasi Strategis di Daerah Sayap Dago,"Bandung Wetan, Bandung",4,2,1,1900000000,151,182,rumah
Rumah di Sayap Riau,"Bandung Wetan, Bandung",0,0,1,15000000000,543,300,rumah
Jual Rumah Tinggal pusat Kota Bandung. Jl Aceh Kebon Sirih,"Bandung Wetan, Bandung",5,2,0,9500000000,458,269,rumah
"Rumah di lokasi premium, strategis, bebas banjir,sayap Ahmad Yani, jln nanas","Bandung Wetan, Bandung",7,3,4,12000000000,390,300,rumah
